index,id,titulo,titulo_nombre,capitulo,capitulo_nombre,articulo,texto
legalIA_constitucion_co_1991,LIA-CP-1991-02001018,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 28,"Artículo 28. Toda persona es libre. Nadie puede ser molestado en su persona o familia, ni reducido a prisión o arresto, ni detenido, ni su domicilio registrado, sino en virtud de mandamiento escrito de autoridad judicial competente, con las formalidades legales y por motivo previamente definido en la ley. La persona detenida preventivamente será puesta a disposición del juez competente dentro de las treinta y seis horas siguientes, para que éste adopte la decisión correspondiente en el término que establezca la ley. En ningún caso podrá haber detención, prisión ni arresto por deudas, ni penas y medidas de seguridad imprescriptibles."
legalIA_constitucion_co_1991,LIA-CP-1991-02001019,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 29,"Artículo 29. El debido proceso se aplicará a toda clase de actuaciones judiciales y administrativas. Nadie podrá ser juzgado sino conforme a leyes preexistentes al acto que se le imputa, ante juez o tribunal competente y con observancia de la plenitud de las formas propias de cada juicio. En materia penal, la ley permisiva o favorable, aun cuando sea posterior, se aplicará de preferencia a la restrictiva o desfavorable. Toda persona se presume inocente mientras no se la haya declarado judicialmente culpable. Quien sea sindicado tiene derecho a la defensa y a la asistencia de un abogado escogido por el, o de oficio, durante la investigación y el juzgamiento; a un debido proceso publico sin dilaciones injustificadas; a presentar pruebas y a controvertir las que se alleguen en su contra; a impugnar la sentencia condenatoria, y a no ser juzgado dos veces por el mismo hecho. Es nula, de pleno derecho, la prueba obtenida con violación del debido proceso."
legalIA_constitucion_co_1991,LIA-CP-1991-02001020,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 30,"Artículo 30. Quien estuviere privado de su libertad, y creyere estarlo ilegalmente, tiene derecho a invocar ante cualquier autoridad judicial, en todo tiempo, por si o por interpuesta persona, el Habeas Corpus, el cual debe resolverse en el término de treinta y seis horas."
legalIA_constitucion_co_1991,LIA-CP-1991-02001021,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 31,"Artículo 31. Toda sentencia judicial podrá ser apelada o consultada, salvo las excepciones que consagre la ley. El superior no podrá agravar la pena impuesta cuando el condenado sea apelante único."
legalIA_constitucion_co_1991,LIA-CP-1991-02001022,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 32,"Artículo 32. El delincuente sorprendido en flagrancia podrá ser aprehendido y llevado ante el juez por cualquier persona. Si los agentes de la autoridad lo persiguieren y se refugiare en su propio domicilio, podrán penetrar en él, para el acto de la aprehensión; si se acogiere a domicilio ajeno, deberá preceder requerimiento al morador."
legalIA_constitucion_co_1991,LIA-CP-1991-02001023,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 33,"Artículo 33. Nadie podrá ser obligado a declarar contra si mismo o contra su cónyuge, compañero permanente o parientes dentro del cuarto grado de consanguinidad, segundo de afinidad o primero civil."
legalIA_constitucion_co_1991,LIA-CP-1991-02001024,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 34,"Artículo 34. Se prohiben las penas de destierro, prisión perpetua y confiscación. No obstante, por sentencia judicial, se declarará extinguido el dominio sobre los bienes adquiridos mediante enriquecimiento ilícito, en perjuicio del Tesoro Público o con grave deterioro de la moral social."
legalIA_constitucion_co_1991,LIA-CP-1991-02001025,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 35,"Artículo 35. Se prohibe la extradición de colombianos por nacimiento. No se concederá la extradición de extranjeros por delitos políticos o de opinión. Los colombianos que hayan cometido delitos en el exterior, considerados como tales en la legislación nacional, serán procesados y juzgados en Colombia."
legalIA_constitucion_co_1991,LIA-CP-1991-02001026,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 36,Artículo 36. Se reconoce el derecho de asilo en los términos previstos en la ley.
legalIA_constitucion_co_1991,LIA-CP-1991-02001027,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 37,Artículo 37. Toda parte del pueblo puede reunirse y manifestarse pública y pacíficamente. Sólo la ley podrá establecer de manera expresa los casos en los cuales se podrá limitar el ejercicio de este derecho.
legalIA_constitucion_co_1991,LIA-CP-1991-02001028,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 38,Artículo 38. Se garantiza el derecho de libre asociación para el desarrollo de las distintas actividades que las personas realizan en sociedad.
legalIA_constitucion_co_1991,LIA-CP-1991-02001029,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 39,"Artículo 39. Los trabajadores y empleadores tienen derecho a constituir sindicatos o asociaciones, sin intervención del Estado. Su reconocimiento jurídico se producirá con la simple inscripción del acta de constitución. La estructura interna y el funcionamiento de los sindicatos y organizaciones sociales y gremiales se sujetarán al orden legal y a los principios democráticos. La cancelación o la suspensión de la personería jurídica sólo procede por vía judicial. Se reconoce a los representantes sindicales el fuero y las demás garantías necesarias para el cumplimiento de su gestión. No gozan del derecho de asociación sindical los miembros de la Fuerza Pública."
legalIA_constitucion_co_1991,LIA-CP-1991-02001030,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 40,"Artículo 40. Todo ciudadano tiene derecho a participar en la conformación, ejercicio y control del poder político. Para hacer efectivo este derecho puede: 1. Elegir y ser elegido. 2. Tomar parte en elecciones, plebiscitos, referendos, consultas populares y otras formas de participación democrática. 3. Constituir partidos, movimientos y agrupaciones políticas sin limitación alguna: formar parte de ellos libremente y difundir sus ideas y programas. 4. Revocar el mandato de los elegidos en los casos y en la forma que establecen la Constitución y la ley. 5. Tener iniciativa en las corporaciones públicas. 6. Interponer acciones públicas en defensa de la Constitución y de la ley. 7. Acceder al desempeño de funciones y cargos públicos, salvo los colombianos, por nacimiento o por adopción, que tengan doble nacionalidad. La ley reglamentará esta excepción y determinará los casos a los cuales ha de aplicarse. Las autoridades garantizarán la adecuada y efectiva participación de la mujer en los niveles decisorios de la Administración Pública."
legalIA_constitucion_co_1991,LIA-CP-1991-02001031,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 1,DE LOS DERECHOS FUNDAMENTALES,Artículo 41,"Artículo 41. En todas las instituciones de educación, oficiales o privadas, serán obligatorios el estudio de la Constitución y la Instrucción Cívica. Así mismo se fomentarán prácticas democráticas para el aprendizaje de los principios y valores de la participación ciudadana. El Estado divulgará la Constitución."
legalIA_constitucion_co_1991,LIA-CP-1991-02002032,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 42,"Artículo 42. La familia es el núcleo fundamental de la sociedad. Se constituye por vínculos naturales o jurídicos, por la decisión libre de un hombre y una mujer de contraer matrimonio o por la voluntad responsable de conformarla. El Estado y la sociedad garantizan la protección integral de la familia. La ley podrá determinar el patrimonio familiar inalienable e inembargable. La honra, la dignidad y la intimidad de la familia son inviolables. Las relaciones familiares se basan en la igualdad de derechos y deberes de la pareja y en el respeto recíproco entre todos sus integrantes. Cualquier forma de violencia en la familia se considera destructiva de su armonía y unidad, y será sancionada conforme a la ley. Los hijos habidos en el matrimonio o fuera de él, adoptados o procreados naturalmente o con asistencia científica, tienen iguales derechos y deberes. La ley reglamentará la progenitura responsable. La pareja tiene derecho a decidir libre y responsablemente el número de sus hijos, y deberá sostenerlos y educarlos mientras sean menores o impedidos. Las formas del matrimonio, la edad y capacidad para contraerlo, los deberes y derechos de los cónyuges, su separación y la disolución del vínculo, se rigen por la ley civil. Los matrimonios religiosos tendrán efectos civiles en los términos que establezca la ley. Los efectos civiles de todo matrimonio cesarán por divorcio con arreglo a la ley civil. También tendrán efectos civiles las sentencias de nulidad de los matrimonios religiosos dictadas por las autoridades de la respectiva religión, en los términos que establezca la ley. La ley determinará lo relativo al estado civil de las personas y los consiguientes derechos y deberes."
legalIA_constitucion_co_1991,LIA-CP-1991-02002033,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 43,"Artículo 43. La mujer y el hombre tienen iguales derechos y oportunidades. La mujer no podrá ser sometida a ninguna clase de discriminación. Durante el embarazo y después del parto gozará de especial asistencia y protección del Estado, y recibirá de este subsidio alimentario si entonces estuviere desempleada o desamparada. El Estado apoyará de manera especial a la mujer cabeza de familia."
legalIA_constitucion_co_1991,LIA-CP-1991-02002034,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 44,"Artículo 44. Son derechos fundamentales de los niños: la vida, la integridad física, la salud y la seguridad social, la alimentación equilibrada, su nombre y nacionalidad, tener una familia y no ser separados de ella, el cuidado y amor, la educación y la cultura, la recreación y la libre expresión de su opinión. Serán protegidos contra toda forma de abandono, violencia física o moral, secuestro, venta, abuso sexual, explotación laboral o económica y trabajos riesgosos. Gozarán también de los demás derechos consagrados en la Constitución, en las leyes y en los tratados internacionales ratificados por Colombia. La familia, la sociedad y el Estado tienen la obligación de asistir y proteger al niño para garantizar su desarrollo armónico e integral y el ejercicio pleno de sus derechos. Cualquier persona puede exigir de la autoridad competente su cumplimiento y la sanción de los infractores. Los derechos de los niños prevalecen sobre los derechos de los demás."
legalIA_constitucion_co_1991,LIA-CP-1991-02002035,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 45,"Artículo 45. El adolescente tiene derecho a la protección y a la formación integral. El Estado y la sociedad garantizan la participación activa de los jóvenes en los organismos públicos y privados que tengan a cargo la protección, educación y progreso de la juventud."
legalIA_constitucion_co_1991,LIA-CP-1991-02002036,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 46,"Artículo 46. El Estado, la sociedad y la familia concurrirán para la protección y la asistencia de las personas de la tercera edad y promoverán su integración a la vida activa y comunitaria. El Estado les garantizará los servicios de la seguridad social integral y el subsidio alimentario en caso de indigencia."
legalIA_constitucion_co_1991,LIA-CP-1991-02002037,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 47,"Artículo 47. El Estado adelantará una política de previsión, rehabilitación e integración social para los disminuidos físicos, sensoriales y psíquicos, a quienes se prestará la atención especializada que requieran."
legalIA_constitucion_co_1991,LIA-CP-1991-02002038,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 48,"Artículo 48. La Seguridad Social es un servicio público de carácter obligatorio que se prestará bajo la dirección, coordinación y control del Estado, en sujeción a los principios de eficiencia, universalidad y solidaridad, en los términos que establezca la Ley. Se garantiza a todos los habitantes el derecho irrenunciable a la Seguridad Social. El Estado, con la participación de los particulares, ampliara progresivamente la cobertura de la Seguridad Social que comprenderá la prestación de los servicios en la forma que determine la Ley. La Seguridad Social podrá ser prestada por entidades públicas o privadas, de conformidad con la ley. No se podrán destinar ni utilizar los recursos de las instituciones de la Seguridad Social para fines diferentes a ella. La ley definirá los medios para que los recursos destinados a pensiones mantengan su poder adquisitivo constante."
legalIA_constitucion_co_1991,LIA-CP-1991-02002039,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 49,"Artículo 49. La atención de la salud y el saneamiento ambiental son servicios públicos a cargo del Estado. Se garantiza a todas las personas el acceso a los servicios de promoción, protección y recuperación de la salud. Corresponde al Estado organizar, dirigir y reglamentar la prestación de servicios de salud a los habitantes y de saneamiento ambiental conforme a los principios de eficiencia, universalidad y solidaridad. También, establecer las políticas para la prestación de servicios de salud por entidades privadas, y ejercer su vigilancia y control. Así mismo, establecer las competencias de la Nación, las entidades territoriales y los particulares y determinar los aportes a su cargo en los términos y condiciones señalados en la ley. Los servicios de salud se organizarán en forma descentralizada, por niveles de atención y con participación de la comunidad. La ley señalará los términos en los cuales la atención básica para todos los habitantes será gratuita y obligatoria. Toda persona tiene el deber de procurar el cuidado integral de su salud y la de su comunidad."
legalIA_constitucion_co_1991,LIA-CP-1991-02002040,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 50,"Artículo 50. Todo niño menor de un año que no esté cubierto por algún tipo de protección o de seguridad social, tendrá derecho a recibir atención gratuita en todas las instituciones de salud que reciban aportes del Estado. La ley reglamentará la materia."
legalIA_constitucion_co_1991,LIA-CP-1991-02002041,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 51,"Artículo 51. Todos los colombianos tienen derecho a vivienda digna. El Estado fijará las condiciones necesarias para hacer efectivo este derecho y promoverá planes de vivienda de interés social, sistemas adecuados de financiación a largo plazo y formas asociativas de ejecución de estos programas de vivienda."
legalIA_constitucion_co_1991,LIA-CP-1991-02002042,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 52,"Artículo 52. Se reconoce el derecho de todas las personas a la recreación, a la práctica del deporte y al aprovechamiento del tiempo libre. El Estado fomentará estas actividades e inspeccionará las organizaciones deportivas, cuya estructura y propiedad deberán ser democráticas."
legalIA_constitucion_co_1991,LIA-CP-1991-02002043,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 53,"Artículo 53. El Congreso expedirá el estatuto del trabajo. La ley correspondiente tendrá en cuenta por lo menos los siguientes principios mínimos fundamentales: Igualdad de oportunidades para los trabajadores; remuneración mínima vital y móvil, proporcional a la cantidad y calidad de trabajo; estabilidad en el empleo; irrenunciabilidad a los beneficios mínimos establecidos en normas laborales; facultades para transigir y conciliar sobre derechos inciertos y discutibles; situación más favorable al trabajador en caso de duda en la aplicación e interpretación de las fuentes formales de derecho; primacía de la realidad sobre formalidades establecidas por los sujetos de las relaciones laborales; garantía a la seguridad social, la capacitación, el adiestramiento y el descanso necesario; protección especial a la mujer, a la maternidad y al trabajador menor de edad. El Estado garantiza el derecho al pago oportuno y al reajuste periódico de las pensiones legales. Los convenios internacionales del trabajo debidamente ratificados, hacen parte de la legislación interna. La ley, los contratos, los acuerdos y convenios de trabajo, no pueden menoscabar la libertad, la dignidad humana ni los derechos de los trabajadores."
legalIA_constitucion_co_1991,LIA-CP-1991-02002044,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 54,Artículo 54. Es obligación del Estado y de los empleadores ofrecer formación y habilitación profesional y técnica a quienes lo requieran. El Estado debe propiciar la ubicación laboral de las personas en edad de trabajar y garantizar a los minusválidos el derecho a un trabajo acorde con sus condiciones de salud.
legalIA_constitucion_co_1991,LIA-CP-1991-02002045,TITULO II,"DE LOS DERECHOS, LAS GARANTIAS Y LOS DEBERES",CAPITULO 2,"DE LOS DERECHOS SOCIALES, ECONOMICOS Y CULTURALES",Artículo 55,"Artículo 55. Se garantiza el derecho de negociación colectiva para regular las relaciones laborales, con las excepciones que señale la ley. Es deber del Estado promover la concertación y los demás medios para la solución pacífica de los conflictos colectivos de trabajo."
